person_nid,person_title,person_round,person_house,country_nid,country_title,person_firstname,person_lastname,person_firstname_local,person_lastname_local,person_bday,person_gender,person_born_abroad,person_birthplace,person_birthcountry,person_marital_stat,person_numchild,person_occupation_1,person_occupation_2,person_occupation_3,person_family_clan_link,person_family_clan_name,person_family_clan_nam_rel,person_lang_native_nid,person_lang_native_title,person_lang_native_rel,person_lang_native_other,person_lang_spoken_nid,person_lang_spoken_title,person_lang_spoken_other,person_lang_english,person_lang_french,person_lang_arabic,person_lang_spanish,person_lang_chinese,person_lang_german,person_lang_russian,person_lang_portuguese,person_lang_other,person_lang_all_count,person_unv_name_1,person_unv_name_2,person_unv_name_3,person_ug_major_all,person_ug_major_1,person_ug_major_2,person_ug_major_3,person_education,person_college_country,person_abroad,person_eduwest,person_course_of_study,person_notes,person_aff_party_nid,person_aff_party,person_party_aff_nonpartisan,person_party_aff_power,person_party_aff_position,prsn_prty_aff_position_local,prsn_prty_aff_coalition_differ,person_party_aff_pol_exp,person_office_type_1,person_office_position_1,person_office_minposarea_1,person_office_minposarea_lo,person_office_service_began_1,prsn_office_srvc_bgn_cabi_1,person_office_terms_1,person_office_pm_participate_1,person_office_howmanydays_1,prsn_office_hwmnydys_miss_1,prsn_office_cnsttncy_nid_1,prsn_office_cnsttncy_title_1,person_office_type_2,person_office_position_2,person_office_minposarea_2,person_office_service_began_2,prsn_office_srvc_bgn_cabi_2,person_office_terms_2,person_office_pm_participate_2,person_office_howmanydays_2,prsn_office_hwmnydys_miss_2,prsn_office_cnsttncy_nid__2,prsn_office_cnsttncy_title_2,person_office_type_3,person_office_position_3,person_office_minposarea_3,person_office_service_began_3,prsn_office_srvc_bgn_cabi_3,person_office_terms_3,person_office_pm_participate_3,person_office_howmanydays_3,prsn_office_hwmnydys_miss_3,prsn_office_cnsttncy_nid_3,prsn_office_cnsttncy_title_3,terms,startReign
29063,Filip Vujanovic,"1,2",,22400,Montenegro,Filip,Vujanovic,,,1954-01-01,Male,0.0,"Belgrade, Serbia",Yugoslavia,Married,3.0,"Self-employed: professional (accountant, architect, lawyer, medical doctor etc.)","Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,Uncertain,69995,Serbian|Montenegrin,Assumed,Montenegrin,"70204,84145,70213",Bosnian|Croatian|Other,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,,,,law,law,,,University / college,,1.0,1.0,,"https://en.wikipedia.org/wiki/Filip_Vujanovi%C4%87
http://www.predsjednik.me/",29056,Democratic Party of Socialists,No,Top ten,Vice president,Potpredsjednik,,Party organization/administration,Executive,President,,,2008-01-01,,1,,,,0,,,Prime Minister,,1998-01-01,,0,,,,0,,,Speaker,,2002-01-01,,0,,,,0,,1,2008-01-01
5753,Vladimir Peshevski,1,,4812,Macedonia,Vladimir,Peshevski,,,1970-01-01,Male,,Skopje,,Married,3.0,International organization other,,,,,,5204,Romany,,,664,English,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,,,,engineering,engineering,,,Post-graduate (anything except Ph.D. degree),,1.0,1.0,Economy- administration,,5602,Internal- Macedonian Revolutionary Organization- Democratic Party for macedonian national unity (IMRO- DPMNU),No,No,Member,Chlen,No,,Executive,Deputy President of Government for economic issues,,,2009-01-01,,1,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,1,2009-01-01
81039,Raul Modesto Castro Ruz,"1,2",,80597,Cuba,Raul Modesto,Castro Ruz,,,1931-01-01,Male,0.0,Biran,Cuba,Widowed,4.0,Military official,,,,Castro,Assumed,80958,Spanish; Castilian,Assumed,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,,,social sciences,social sciences,,,University / college,,0.0,0.0,Administration,,80963,Cuban Communist Party (PCC),No,Apex,"Second Secretary, Central Committee",Segundo Secretario del Comite Central,No,Party organization/administration,Executive,"President, Council of State and Ministers",,,2008-01-01,,1,,,,0,,Party leader,"First Secretary, Central Committee, Cuban Communist Party",,2011-01-01,,1,,,,0,,Member of Parliament,Deputy,,2013-01-01,,7,,,,0,,1,2008-01-01
22986,Salam Fayyad,1,,21585,"Palestinian Territory, Occupied",Salam,Fayyad,,,,Male,0.0,"Deir al-Ghusun, West Bank (Palestine)",,Married,3.0,Education: university professor,,,,,,,,,,,,,,,,,,,,,,0,,,,economics / business / management,economics / business / management,,,Ph.D.,,1.0,1.0,,,24322,Third Way,No,Top ten,Leader of Party,,,,Executive,Prime Minister,,,2009-01-01,,1,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,1,2009-01-01
85214,Sellapan Ramanathan,1,,80854,Singapore,Sellapan,Ramanathan,,,1924-01-01,Male,0.0,Singapore,,Married,2.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,,81604,English,Assumed,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,social sciences,social sciences,,,University / college,,1.0,0.0,,http://www.istana.gov.sg/content/istana/thepresident/biography.html,81015,People's Action Party,No,Top ten,,,No,Political advisor,Executive,President,,,2005-01-01,,1,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,1,2005-01-01
290289,Simon  Compaoré ,,,20429,Burkina Faso,Simon ,Compaoré ,,,1965-01-01,Male,0.0,Ouagadougou,Burkina Faso,Married,,No (previous) occupation (including unemployed),,,,,,22728,Other,,,138059,French,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,,,,Post-graduate (anything except Ph.D. degree),,0.0,,,,0,,,,,,,,"Cabinet, Minister",,,Minister of State under the presidency of Faso,,2018.0,1,,,,0,,Executive,Mayor,,1995-01-01,2018.0,1,,,,0,,,,,,,0,,,,0,,1,1995-01-01
37816,Seretse Khama Ian Khama,1,,19301,Botswana,Seretse Khama Ian,Khama,,,1953-01-01,Male,1.0,"Chertsey, Surrey",United Kingdom (Great Britain),,,,,,,Khama,,,,,,,,,,,,,,,,,,0,,,,military,military,,,"Higher education, non university",,1.0,1.0,Qualified Pilot,,29315,Botswana Democratic Party,No,Apex,President,,,Previous Minister,Executive,President,,,2009-01-01,,1,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,1,2009-01-01
17018,Amadou Toumani Toure,"1,2",,16940,Mali,Amadou Toumani,Toure,,,1948-01-01,Male,0.0,Mopti,Mali,Married,,Other,,,,,,"16958,16959","Bambara|Fula (Fulani)|Peul, Songhai, Bambara",,"Peul, Songhai, Bambara",16968,French,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,,,,military,military,,,University / college,,1.0,0.0,,,0,,Yes,Apex,,,,,Executive,Former President of Mali,PM or equivalent,,2007-01-01,,1,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,1,2007-01-01
119653,Danilo Medina,"1,2",,14031,Dominican Republic,Danilo,Medina,,,1951-01-01,Male,0.0,Arroyo Cano,Dominican Republic,Married,3.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,Medina,Uncertain,105937,Spanish; Castilian,Assumed,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,,,,economics / business / management,economics / business / management,,,University / college,,0.0,0.0,Economy,https://en.wikipedia.org/wiki/Danilo_Medina,105938,Dominican Liberation Party (PLD),No,No,Member of Central Committee and Political Committee,Miembro del Comité Central y Comité Político,No,Party organization/administration,Executive,Presidential ,other,Chief of Staff,2016-01-01,,1,,,,0,,,President,,2012-01-01,,2,,,,0,,,,,,2004.0,1,,,,0,,1,2016-01-01
99215,Ernest Bai Koroma,1,Lower House,93016,Sierra Leone,Ernest,Bai Koroma,,,1953-01-01,Male,0.0,Makeni,Sierra Leone,Married,2.0,Education: school teacher,,,,Temne,Assumed,,Temne,Assumed,Temne,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,other,other,,,University / college,,0.0,0.0,,I have contacted the government of Sierra Leone for the email and CV,98994,All People's Congress,No,Apex,Leader,,,Previous MP,Executive,Minority leader,,,2007-01-01,,0,,,,0,,Executive,President,,2007-01-01,,1,,,,0,,,,,,,0,,,,0,,1,2007-01-01
264170,Mr Michael Gondwe,,,13929,Malawi,Mr Michael,Gondwe,,,,Male,0.0,,,Married,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,other,other,,,University / college,,0.0,,,,0,,,,,,,,Executive,,,,2014-01-01,,1,,,,0,,,,,2017-01-01,,0,,,,0,,,,,2017-01-01,,0,,,,0,,1,2014-01-01
264168,Mr Daphter Namandwa,,,13929,Malawi,Mr Daphter,Namandwa,,,,Male,0.0,,,Married,3.0,,,,,yao,Assumed,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,other,other,,,,,0.0,,,,0,,,,,,,,Executive,,,,2014-01-01,,1,,,,0,,,,,2017-01-01,,0,,,,0,,,,,2017-01-01,,0,,,,0,,1,2014-01-01
264163,Ms.Evelyn Mwapasa,,,13929,Malawi,Ms.Evelyn,Mwapasa,,,,Female,0.0,,,Married,3.0,"Employed: professional (accountant, architect, lawyer, medical doctor etc.)",Other,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,University / college,,0.0,,,,0,,,,,,,,Executive,,,,2014-01-01,,1,,,,0,,,,,2017-01-01,,0,,,,0,,,,,2017-01-01,,0,,,,0,,1,2014-01-01
109742,Ivan Gašparovič,1,,25071,Slovakia,Ivan,Gašparovič,,,1941-01-01,Male,0.0,PoltÃ¡r,,Married,2.0,"Employed: professional (accountant, architect, lawyer, medical doctor etc.)",Education: university professor,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,25119,Slovak,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,law,law,,,Post-graduate (anything except Ph.D. degree),,0.0,1.0,,"Born in PoltÃ¡r on 27th March 1941, President GaÅ¡paroviÄ is married and has two adult children â€“ Denisa and Ivo. After studying at the Comenius University Faculty of Law from 1959 to 1964, he earned his PhD in 1968 and he was appointed Associate Professor at the very same faculty. 1964 saw Ivan GaÅ¡paroviÄ working at the Martin District Prosecutorâ€™s Office and subsequently at the Municipal Prosecutorâ€™s Office in Bratislava. Between 1966 and 1989, Ivan GaÅ¡paroviÄ served as the Vice-Chairman of the Czechoslovak Ice Hockey Federation International Commission. He began lecturing at the Comenius University Faculty of Law, Department of Criminal Law, Criminology, and Criminalistics in 1968. He became Co-Chairman of the Independent Slovak Lawyers Forum in 1989 and the Vice-Rector of Comenius University in 1990. From 1990 to 1992, he served as the Prosecutor General of the Czech and Slovak Federal Republic in Prague. In 1992, Ivan GaÅ¡paroviÄ worked as a professor at the Comenius University Faculty of Law and he also was a member of its Scientific Council. He was elected Speaker of the National Council of the Slovak Republic the same year and he also co-authored the Slovak Constitution. He held the post of Speaker of the National Council of the Slovak Republic (the Slovak Parliament) from 1994 to 1998, and he served as the acting President of the Slovak Republic between March and October 1998 â€“ the year in which, Ivan GaÅ¡paroviÄ also worked as Member of the National Council of the Slovak Republic, Member of the Parliamentary Committee for Constitutional Law, Political Mandates and Immunity and Member of the Parliamentary Delegation to the Inter-Parliamentary Union. Between July and October 2002, Ivan GaÅ¡paroviÄ was an independent Member of the National Council of the Slovak Republic. He founded the HZD (Movement for Democracy) Party in 2002, becoming its leader. In the same year â€“ following the end of his electoral term in the Slovak Parliament â€“ he returned to his previous vocation as a pedagogue at the Comenius University Faculty of Law.

He ran in the 2004 presidential elections, emerging as the victor in second round on 17th April. He was officially inaugurated as President of the Slovak Republic on 15th June 2004.

During his tenure as Head of State, Ivan GaÅ¡paroviÄ received an honorary doctorate â€œDoctor Honoris Causaâ€ from the State University of Moldova, the Plekhanov Russian Academy of Economics in Moscow, and the University of Mostar in Bosnia and Herzegovina. Ivan GaÅ¡paroviÄ was awarded the Sigillum Magnum award of the University of Bologna in Italy. The Slovak President was made the protector of the European Academy of Sciences and Arts. 

President Ivan GaÅ¡paroviÄ is the holder of the highest foreign state decorations. The Knight Grand Cross presented by the British Queen Elizabeth II represents an extraordinary honour. He was also awarded the Grand Cross of the Civil and Military Order of Merit of Adolphe of Nassau by Henri, Grand Duke of Luxembourg, and received the Grand Cross of the Order of Isabella the Catholic with Collar, Spainâ€™s highest decoration, from Juan Carlos I, King of Spain. 

Further honours conferred to Ivan GaÅ¡paroviÄ were the Grand Collar of the Order of Prince Henry from Portugal and the Order of the Cross of St. Maryâ€™s Land from Estonia. The Order of Viesturs was awarded by the Republic of Lithuania and the Order of the Three Stars by the Republic of Latvia. Ivan GaÅ¡paroviÄ is the holder of the highest honour of the Republic of Croatia â€“ the Grand Order of King Tomislav with sash and Grand Star, and the Grand Cross with Collar of the Order of Merit of the Italian Republic, or the highest decoration of the Republic of Kazakhstan. 

Other important foreign decorations include the Grand Cross of the Order of the Dutch Lion and the Grand Collar of the Order of Makarios III from Cyprus. In Greece, GaÅ¡paroviÄ received the Grand Cross of the Order of the Redeemer, Gold Key of Thessaloniki and the Gold Medal of Merit of the City of Athens. 

St. Elizabeth University of Healthcare and Social Work in Bratislava awarded GaÅ¡paroviÄ with the Golden Medal for his opinions, and he also received the Chatam Sofer Medal from the Museum of Jewish Culture for his merits in the development of the museum. 

President GaÅ¡paroviÄ was awarded Honorary Membership of Cork City Council (Ireland) and honorary citizenship of the Slovak towns of VeÄ¾kÃ¡ Lomnica, HumennÃ©, Myjava, Svit, KeÅ¾marok, PruskÃ© and BanskÃ¡ Å tiavnica. For personal contribution to spreading the good word and the message of Alexander DubÄek he received an award of the town of Uhrovec and also the Gold Medal of the Alexander DubÄek Society. As a token of appreciation for the development of intensive bilateral cooperation, the Polish President awarded GaÅ¡paroviÄ with the Order of the White Eagle, Polandâ€™s highest decoration. 

For his merits in the formation of the Slovak Republic, President Ivan GaÅ¡paroviÄ was awarded the Order of Andrej Hlinka, First Class, and in accordance with the State Decorations Act, he is also the holder of the Order of Ä½udovÃ­t Å tÃºr, First Class; the Cross of Milan Rastislav Å tefÃ¡nik, First Class; and the Pribina Cross, First Class. 

The Slovak President is the author of two publications:

Ivan GaÅ¡paroviÄ: Thinking nationally, feeling socially 
                         The Matica slovenskÃ¡ publishing house, 2006
Ivan GaÅ¡paroviÄ: Decent Life for All 
                         The Matica slovenskÃ¡ publishing house, 2009
Ivan GaÅ¡paroviÄ has been President of the Slovak Republic since 15 June 2004, and was re-elected in the presidential election on 4 April 2009. GaÅ¡paroviÄâ€™s inauguration to his second term as President was held on 15 June 2009.",0,,Yes,Top ten,,,,,Executive,President of the Slovak Republic,,,2009-01-01,,1,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,1,2009-01-01
86326,MAHAMADOU ISSOUFOU,"1,2",,79421,Niger,MAHAMADOU,ISSOUFOU,,,1952-01-01,Male,0.0,Dandadji/ Illéla region,Niger,Married,5.0,Employed: top management / director / CEO,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,"86314,86316",French|Hausa|Hausa,,Hausa,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,,,engineering,engineering,,,Post-graduate (anything except Ph.D. degree),,1.0,1.0,Diplôme d’Ingénieur Civil des Mines.,"Mahamadou Issoufou (born in 1952 in Dandadji) is a politician native of Niger. He is a president of Niger since April 7, 2011. Issoufou is also president of the Party for the democracy and socialism (PNDS-Tarayya).

Mahamadou Issoufou was a Prime Minister of 1993 to 1994, president of the Niger National Assembly of 1995 to 1996, appointed with the Niger National Assembly of 1999 to 2009 and was also four times candidate with the presidential elections since 1993. He arrived at the second turn in 1999 and 2004 with Mamadou Tandja, which beat it. In 2011, it gains the presidential poll with 58% of the voices.

Mahamadou Issoufou was born in 1952 in Dandadji in the area from Tahoua (IllÃ©la). He belongs to the ethnos group haoussa. Mining engineer, he is a national director of the Mines to the ministry for the Mines and the Energy of 1980 to 1985, then director production of the mine of Arlit then secretary-General of the Company of the mines of AÃ¯r (SOMAIR), until 1991, before resigning and starting a political career.

He is titular of a license of mathematics of the University of Niamey since 1975. He continue then its studies at the University of Sciences and Technology of Languedoc of Montpellier of 1975 to 1976 (obtaining the control in mathematics and fundamental applications); at the university Paris VI of 1976 to 1977, (diploma of thorough studies of probabilities and statistics) and at the Ã‰cole Nationale SupÃ©rieure of the mines of Saint-Etienne (France) of 1977 to 1979, from where he leaves with the diploma for the occupation of the mine civil engineer.

With the favor of the democratic movements of the years 1990, he creates, with several of his former students companions the movements, in particular of college, the Party native of Niger for the democracy and socialism (PNDS-Taraya), of socialist obedience.

He was involved in all the presidential elections organized in Niger since the advent of the pluralist democracy to leaving the sovereign national conference of 1992. Third after Mamadou Tandja and Mahamane Ousmane with the election of 1992, its party created, with the CDS and the ANDP of Moumouni Adamou Djermakoye, a regrouping called the Alliance of the forces of change (AFC) having allowed the election the second turn of Mahamane Ousmane with Mamadou Tandja in 1994.

After he was appointed Prime Minister, the dissensions appear quickly within the AFC and alliance flies in glare following its resignation in 1995. New anticipated legislative elections bring back to the post of president of the Niger National Assembly until January 1996 with the military carried out by Ibrahim BarÃ© MaÃ¯nassara. With the election of Mamadou Tandja which beats him in the second turn of the presidential election in 1999, he returns in the opposition and occupies a station of deputy until dissolution by president Tandja of the Niger National Assembly in 2009.

Since the advertisement by president Tandja of his intention to remain with the capacity, cleavage was reinforced between the political protagonists in Niger. Mahamadou Issoufou chairs the face for the restoration of the democracy which gathers the democratic forces and the trade-union power stations natives of Niger fights about it against the plan ""Tazartche"" of president Tandja. With this plan, a referendum is organized by the government and is boycotted by the opposition for the adoption of a constitution founding a third republic. Mamadou Tandja is reversed on February 18, 2010 by the army, carried out by Salou Djibo, which promises to return the capacity to civil in 2011.

Mahamadou Issoufou is invested candidate of its party, the PNDS, November 6, 2010. It arrives in first position at the time of the first turn of the presidential election of January 31 2011 with nine other candidates. With 36, 06% of the votes cast, it will be opposed to the second turn (on March 12 with Seyni Oumarou of the MNSD which obtained 23, 24% of the voices to the first turn. He is binding to the second turn with 57, 95% of the voices, the participation having fallen from 53% to 48% of the registered voters. It is invested on April 7, 2011 and names like Prime Minister Brigi Rafini, member of the PNDS.

sources: 
https://www.presidence.ne/le-prsident2/
http://www.dw.com/fr/le-parcours-de-mahamadou-issoufou/a-6471198

",86271,Nigerien Party for Democraty and Socialism (PNDS Tarayya),No,Apex,President,President du parti,Yes,Political advisor,Executive,President,,,2016-01-01,,1,,,,0,,,,,2011-01-01,,5,,,,0,,,,,,,0,,,,0,,1,2016-01-01
